Manuscript N°	Page N°	Title	Type	Description	General description	IIIF 
				birds	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
				floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
				pen	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
				cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
				the hand of God	body part	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
				book	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
	148r		title page	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
				birds	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
				ox	animal	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
				wings	wing	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
	150r	Annunciation	marginal miniature	Mary	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0154/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0154/full/full/0/default.jpg
	150v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0155/full/full/0/default.jpg
	153r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0157/full/full/0/default.jpg
	153v		marginal miniature	shepherd	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0158/full/full/0/default.jpg
				pipe	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0158/full/full/0/default.jpg
	154r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0158/full/full/0/default.jpg
				bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0158/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0158/full/full/0/default.jpg
	155v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0160/full/full/0/default.jpg
	156r		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0160/full/full/0/default.jpg
				fish	fish	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0160/full/full/0/default.jpg
	159v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0164/full/full/0/default.jpg
	160v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0165/full/full/0/default.jpg
	161v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0166/full/full/0/default.jpg
	162v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0167/full/full/0/default.jpg
	163r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0167/full/full/0/default.jpg
	164r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0168/full/full/0/default.jpg
	164v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0169/full/full/0/default.jpg
	165v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0170/full/full/0/default.jpg
	168v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0173/full/full/0/default.jpg
	169r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0173/full/full/0/default.jpg
	171r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0175/full/full/0/default.jpg
	172r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0176/full/full/0/default.jpg
	174r		marginal ornament	birds	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0178/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0178/full/full/0/default.jpg
	177r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0181/full/full/0/default.jpg
	178v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0183/full/full/0/default.jpg
	179v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0184/full/full/0/default.jpg
	181r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0185/full/full/0/default.jpg
	181v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0186/full/full/0/default.jpg
	183v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0188/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0188/full/full/0/default.jpg
	185r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0189/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0189/full/full/0/default.jpg
	186r		marginal miniature	devil	devil	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0190/full/full/0/default.jpg
	187v		marginal miniature	siren	bird-woman	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0192/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0192/full/full/0/default.jpg
	190v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0195/full/full/0/default.jpg
	191v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0196/full/full/0/default.jpg
	193r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0197/full/full/0/default.jpg
				fire	fire	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0197/full/full/0/default.jpg
	194v		marginal ornament	birds	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0199/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0199/full/full/0/default.jpg
	195v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0200/full/full/0/default.jpg
	197r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0201/full/full/0/default.jpg
	199r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0203/full/full/0/default.jpg
	202r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0206/full/full/0/default.jpg
	204v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0209/full/full/0/default.jpg
	206r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0210/full/full/0/default.jpg
	207r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0211/full/full/0/default.jpg
	209v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0214/full/full/0/default.jpg
	210r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0214/full/full/0/default.jpg
	212r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0216/full/full/0/default.jpg
	213v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0218/full/full/0/default.jpg
	214r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0218/full/full/0/default.jpg
	215r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0219/full/full/0/default.jpg
	216v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0221/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0221/full/full/0/default.jpg
	219r		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0223/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0223/full/full/0/default.jpg
	220v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0225/full/full/0/default.jpg
	223v		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0228/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0228/full/full/0/default.jpg
	227v		marginal miniature	centurion	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0232/full/full/0/default.jpg
	229r		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0233/full/full/0/default.jpg
	230v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0235/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0235/full/full/0/default.jpg
	231r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0235/full/full/0/default.jpg
	234v	Portrait of the Evangelist John with Prochoros	full-page miniature	John	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
				Prochoros	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
				the hand of God	body part	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
				floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
				pen	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
				book	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
			title page	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
				birds	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
				eagle	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0239/full/full/0/default.jpg
	236r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0240/full/full/0/default.jpg
	237r		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0241/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0241/full/full/0/default.jpg
	237v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0242/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0242/full/full/0/default.jpg
	238r		marginal miniature	siren	bird-woman	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0242/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0242/full/full/0/default.jpg
	238v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0243/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0243/full/full/0/default.jpg
	239v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0244/full/full/0/default.jpg
	240r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0244/full/full/0/default.jpg
	241v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0246/full/full/0/default.jpg
	242r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0246/full/full/0/default.jpg
	234r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0247/full/full/0/default.jpg
	245r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0249/full/full/0/default.jpg
	246v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0251/full/full/0/default.jpg
	247v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0252/full/full/0/default.jpg
				building	building	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0252/full/full/0/default.jpg
	248v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0253/full/full/0/default.jpg
	249v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0254/full/full/0/default.jpg
	250v		marginal ornament	birds	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0255/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0255/full/full/0/default.jpg
	251v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0256/full/full/0/default.jpg
	252r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0256/full/full/0/default.jpg
	253v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0258/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0258/full/full/0/default.jpg
	256r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0260/full/full/0/default.jpg
	256v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0261/full/full/0/default.jpg
	257v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0262/full/full/0/default.jpg
	258v		marginal ornament	floral motif	plant 	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0263/full/full/0/default.jpg
	260v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0265/full/full/0/default.jpg
				snake	reptile	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0265/full/full/0/default.jpg
	261r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0265/full/full/0/default.jpg
	262r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0266/full/full/0/default.jpg
	264r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0268/full/full/0/default.jpg
	267r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0271/full/full/0/default.jpg
	267v		marginal miniature	shepherd	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0272/full/full/0/default.jpg
	268v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0273/full/full/0/default.jpg
	269v		marginal miniature	Jesus Christ	God	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0274/full/full/0/default.jpg
	272v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0277/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0277/full/full/0/default.jpg
	273r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0277/full/full/0/default.jpg
	274r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0278/full/full/0/default.jpg
	275r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0279/full/full/0/default.jpg
	276r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0280/full/full/0/default.jpg
	276v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0281/full/full/0/default.jpg
	277v		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0282/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0282/full/full/0/default.jpg
	278v		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0283/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0283/full/full/0/default.jpg
	280r		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0284/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0284/full/full/0/default.jpg
	280v		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0285/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0285/full/full/0/default.jpg
	283r		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0287/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0287/full/full/0/default.jpg
